index,demand
1,49.419000000000004
2,18.81
3,35.1975
4,37.791
5,0.0
6,47.918
7,18.772000000000002
8,26.068
9,0.0
10,0.0
11,67.83
12,45.0965
13,32.946
14,12.768000000000002
15,88.065
16,23.5125
17,10.763499999999999
18,58.71
19,41.4675
20,17.955000000000002
21,13.3
22,9.31
23,6.517
24,12.35
25,0.0
26,0.0
27,70.8225
28,16.6345
29,21.66
30,0.0
31,41.667
32,56.05
33,22.287000000000003
34,57.17099999999999
35,32.604
36,27.9775
37,0.0
38,0.0
39,24.623999999999995
40,60.819
41,34.7985
42,92.11200000000001
43,16.758000000000003
44,14.591999999999999
45,51.8605
46,27.398000000000003
47,31.976999999999997
48,19.0
49,86.7825
50,16.6345
51,16.6345
52,16.416
53,21.413
54,104.1295
55,57.456
56,82.99199999999999
57,11.4
58,11.172
59,263.15
60,71.136
61,0.0
62,76.07600000000001
63,0.0
64,0.0
65,0.0
66,36.309
67,27.664
68,0.0
69,0.0
70,62.073
71,0.0
72,11.628
73,5.415
74,64.6
75,42.4175
76,64.6
77,58.529500000000006
78,64.0775
79,36.309
80,118.56
81,0.0
82,51.812999999999995
83,19.57
84,9.927499999999998
85,23.028000000000002
86,19.351499999999998
87,0.0
88,46.056000000000004
89,0.0
90,397.1
91,9.31
92,62.985
93,10.944
94,27.645
95,39.102
96,36.822
97,14.82
98,31.331
99,39.9
100,36.9075
101,21.317999999999998
102,4.845
103,20.7575
104,34.295
105,27.9775
106,39.624500000000005
107,49.875
108,1.995
109,7.22
110,36.6795
111,0.0
112,67.82999999999998
113,5.7
114,7.675999999999999
115,21.108999999999995
116,181.792
117,19.57
118,30.4095
