index,demand
1,49.9035
2,18.24
3,38.532
4,38.1615
5,0.0
6,51.376
7,18.772000000000002
8,25.27
9,0.0
10,0.0
11,68.495
12,43.310500000000005
13,30.684999999999995
14,12.635
15,83.79
16,24.7
17,10.241
18,58.71
19,40.6125
20,16.587
21,13.699000000000002
22,9.5
23,6.65
24,12.4735
25,0.0
26,0.0
27,64.0775
28,15.503999999999998
29,22.8
30,0.0
31,39.216
32,53.80799999999999
33,22.724
34,57.17099999999999
35,30.096000000000004
36,28.5665
37,0.0
38,0.0
39,24.623999999999995
40,65.835
41,36.9075
42,93.936
43,17.784000000000002
44,14.591999999999999
45,48.8395
46,27.398000000000003
47,33.269
48,18.24
49,84.30300000000001
50,15.503999999999998
51,15.342499999999998
52,16.245
53,21.85
54,103.05599999999998
55,62.24400000000001
56,81.396
57,11.286000000000001
58,11.4
59,252.62399999999997
60,75.582
61,0.0
62,70.224
63,0.0
64,0.0
65,0.0
66,37.05
67,27.664
68,0.0
69,0.0
70,62.7
71,0.0
72,11.286000000000001
73,5.757000000000001
74,65.892
75,46.8825
76,66.538
77,59.10900000000001
78,70.8225
79,35.1975
80,129.675
81,0.0
82,52.32599999999999
83,18.05
84,9.927499999999998
85,21.888
86,19.95
87,0.0
88,44.232
89,0.0
90,430.54
91,9.595
92,61.1325
93,11.058
94,28.5
95,41.495999999999995
96,36.822
97,14.535
98,31.007999999999996
99,39.9
100,36.556
101,20.9
102,4.9875
103,21.631500000000003
104,35.739000000000004
105,30.627999999999997
106,41.258500000000005
107,45.125
108,1.8239999999999998
109,7.22
110,36.309
111,0.0
112,65.246
113,5.586
114,7.4479999999999995
115,21.736
116,169.556
117,18.24
118,32.604
