index,demand
1,46.996500000000005
2,18.62
3,38.532
4,35.9385
5,0.0
6,47.424
7,18.5915
8,27.398000000000003
9,0.0
10,0.0
11,66.5
12,44.20349999999999
13,31.331
14,13.433000000000002
15,85.5
16,22.8
17,10.3455
18,59.28
19,44.0325
20,16.758000000000003
21,13.433000000000002
22,9.215
23,6.849500000000001
24,12.7205
25,0.0
26,0.0
27,68.12450000000001
28,16.796
29,23.712000000000003
30,0.0
31,40.4415
32,56.05
33,21.1945
34,54.928999999999995
35,30.723000000000003
36,28.272
37,0.0
38,0.0
39,24.623999999999995
40,63.95400000000001
41,33.744
42,86.64
43,16.245
44,14.591999999999999
45,52.364000000000004
46,26.068
47,32.946
48,19.19
49,85.12950000000001
50,15.342499999999998
51,15.342499999999998
52,17.1
53,22.9425
54,103.05599999999998
55,62.8425
56,78.204
57,11.4
58,11.742
59,271.04449999999997
60,73.359
61,0.0
62,72.41850000000001
63,0.0
64,0.0
65,0.0
66,36.309
67,27.664
68,0.0
69,0.0
70,64.581
71,0.0
72,11.4
73,5.7
74,65.246
75,43.310500000000005
76,63.95399999999999
77,59.10900000000001
78,70.8225
79,37.4205
80,117.325
81,0.0
82,51.3
83,18.81
84,10.763499999999999
85,23.712000000000003
86,19.551
87,0.0
88,46.968
89,0.0
90,426.36
91,9.12
92,58.6625
93,11.856000000000002
94,27.075
95,38.702999999999996
96,36.1
97,13.8225
98,33.592
99,41.895
100,36.204499999999996
101,20.9
102,4.845
103,22.287000000000003
104,37.544000000000004
105,27.9775
106,42.48400000000001
107,47.025
108,1.9379999999999997
109,7.22
110,36.309
111,0.0
112,65.246
113,5.586
114,7.98
115,21.736
116,167.80800000000002
117,18.81
118,30.723000000000003
