index,demand
1,53.04
2,19.8
3,39.0
4,39.39
5,0.0
6,51.48
7,19.76
8,26.88
9,0.0
10,0.0
11,70.7
12,47.0
13,35.02
14,14.56
15,93.6
16,24.25
17,10.45
18,61.8
19,45.9
20,17.1
21,13.44
22,9.7
23,6.65
24,13.26
25,0.0
26,0.0
27,67.45
28,16.66
29,23.04
30,0.0
31,42.14
32,58.41
33,23.23
34,59.0
35,33.33
36,31.62
37,0.0
38,0.0
39,27.81
40,65.34
41,38.85
42,99.84
43,18.0
44,16.8
45,50.35
46,26.6
47,33.66
48,19.2
49,82.65
50,17.17
51,17.85
52,17.82
53,22.31
54,118.65
55,66.15
56,85.68
57,12.48
58,12.0
59,274.23
60,77.22
61,0.0
62,73.92
63,0.0
64,0.0
65,0.0
66,38.22
67,28.0
68,0.0
69,0.0
70,63.36
71,0.0
72,12.6
73,6.24
74,71.4
75,47.0
76,65.28
77,64.05
78,68.87
79,38.61
80,135.2
81,0.0
82,55.08
83,20.6
84,10.56
85,24.24
86,20.16
87,0.0
88,46.08
89,0.0
90,435.6
91,9.9
92,67.6
93,12.36
94,29.4
95,43.26
96,38.0
97,14.55
98,35.02
99,39.9
100,38.11
101,22.0
102,5.2
103,23.46
104,38.38
105,31.31
106,45.15
107,49.0
108,1.98
109,7.92
110,40.56
111,0.0
112,65.96
113,6.18
114,7.84
115,22.88
116,191.36
117,19.8
118,34.32
