index,demand
1,49.47
2,19.4
3,37.44
4,40.95
5,0.0
6,53.56
7,18.43
8,28.56
9,0.0
10,0.0
11,72.1
12,47.47
13,34.0
14,14.0
15,85.5
16,26.0
17,11.0
18,61.8
19,45.0
20,17.46
21,14.28
22,9.8
23,6.72
24,13.52
25,0.0
26,0.0
27,69.58
28,17.68
29,23.04
30,0.0
31,43.0
32,61.95
33,24.15
34,60.18
35,33.33
36,30.07
37,0.0
38,0.0
39,27.54
40,64.68
41,37.0
42,96.96
43,18.72
44,16.0
45,53.0
46,28.56
47,34.34
48,19.6
49,89.61
50,16.66
51,16.49
52,18.0
53,21.85
54,114.13
55,62.37
56,85.68
57,11.88
58,11.52
59,279.77
60,79.56
61,0.0
62,79.31
63,0.0
64,0.0
65,0.0
66,37.83
67,27.72
68,0.0
69,0.0
70,68.64
71,0.0
72,12.48
73,6.12
74,69.36
75,46.06
76,69.36
77,61.61
78,73.13
79,38.61
80,133.9
81,0.0
82,53.46
83,20.4
84,11.11
85,24.48
86,21.0
87,0.0
88,47.04
89,0.0
90,444.4
91,9.6
92,67.6
93,11.4
94,30.6
95,41.58
96,36.86
97,14.4
98,32.3
99,41.58
100,38.85
101,22.66
102,5.1
103,21.85
104,38.76
105,32.24
106,42.57
107,50.0
108,2.02
109,8.0
110,38.61
111,0.0
112,70.72
113,6.3
114,8.4
115,20.9
116,174.8
117,19.6
118,33.66
