index,demand
1,48.96
2,19.4
3,40.95
4,37.83
5,0.0
6,54.6
7,19.76
8,27.72
9,0.0
10,0.0
11,67.2
12,46.53
13,33.32
14,14.28
15,85.5
16,24.5
17,11.44
18,58.2
19,42.75
20,18.9
21,14.14
22,10.1
23,7.14
24,13.26
25,0.0
26,0.0
27,68.87
28,16.49
29,23.52
30,0.0
31,44.29
32,56.64
33,23.92
34,61.95
35,31.35
36,32.24
37,0.0
38,0.0
39,26.19
40,68.64
41,38.85
42,95.04
43,18.54
44,15.52
45,52.47
46,28.28
47,34.0
48,20.0
49,90.48
50,17.34
51,17.0
52,18.18
53,22.77
54,117.52
55,64.26
56,80.64
57,12.36
58,11.52
59,271.46
60,76.44
61,0.0
62,77.77
63,0.0
64,0.0
65,0.0
66,39.39
67,29.4
68,0.0
69,0.0
70,64.02
71,0.0
72,11.64
73,5.94
74,67.32
75,45.59
76,68.0
77,59.17
78,68.87
79,39.39
80,131.3
81,0.0
82,56.16
83,19.2
84,11.11
85,23.76
86,20.79
87,0.0
88,46.56
89,0.0
90,418.0
91,10.1
92,64.35
93,12.24
94,28.5
95,42.42
96,38.76
97,15.0
98,32.3
99,43.26
100,37.37
101,22.88
102,4.75
103,23.69
104,39.14
105,29.45
106,41.28
107,48.0
108,1.96
109,8.24
110,40.95
111,0.0
112,71.4
113,6.24
114,7.84
115,22.0
116,185.84
117,20.6
118,33.33
