index,demand
1,51.0
2,19.0
3,40.95
4,38.22
5,0.0
6,50.44
7,19.76
8,28.0
9,0.0
10,0.0
11,72.8
12,49.35
13,34.68
14,13.72
15,90.9
16,26.25
17,10.67
18,60.6
19,45.45
20,17.64
21,13.3
22,9.8
23,6.79
24,13.0
25,0.0
26,0.0
27,73.84
28,17.34
29,24.96
30,0.0
31,40.85
32,59.0
33,22.31
34,58.41
35,31.68
36,29.45
37,0.0
38,0.0
39,27.54
40,66.66
41,36.63
42,95.04
43,17.1
44,16.64
45,53.53
46,28.0
47,35.7
48,21.0
49,91.35
50,17.17
51,17.17
52,17.1
53,22.31
54,118.65
55,66.15
56,82.32
57,11.4
58,11.76
59,271.46
60,81.12
61,0.0
62,73.92
63,0.0
64,0.0
65,0.0
66,37.83
67,27.16
68,0.0
69,0.0
70,64.68
71,0.0
72,11.76
73,6.18
74,71.4
75,45.59
76,68.0
77,62.22
78,74.55
79,37.44
80,130.0
81,0.0
82,54.54
83,19.8
84,10.78
85,23.76
86,20.16
87,0.0
88,49.92
89,0.0
90,426.8
91,9.5
92,66.3
93,12.24
94,30.9
95,40.32
96,38.38
97,15.75
98,35.02
99,39.9
100,38.85
101,21.12
102,4.85
103,24.15
104,39.14
105,30.38
106,43.86
107,52.0
108,2.08
109,7.92
110,38.22
111,0.0
112,68.68
113,5.7
114,7.92
115,21.56
116,174.8
117,20.6
118,34.65
