index,demand
1,53.04
2,20.6
3,37.83
4,40.56
5,0.0
6,49.4
7,19.76
8,27.44
9,0.0
10,0.0
11,68.6
12,46.06
13,35.36
14,14.7
15,93.6
16,25.75
17,11.33
18,60.6
19,45.9
20,18.9
21,13.86
22,10.3
23,7.07
24,12.74
25,0.0
26,0.0
27,68.87
28,16.66
29,24.24
30,0.0
31,42.57
32,57.82
33,23.46
34,59.0
35,32.01
36,30.07
37,0.0
38,0.0
39,26.46
40,69.3
41,36.26
42,93.12
43,17.46
44,16.0
45,54.59
46,27.44
47,34.34
48,21.0
49,91.35
50,17.17
51,16.32
52,17.46
53,24.15
54,118.65
55,63.63
56,88.2
57,12.36
58,11.88
59,290.85
60,78.78
61,0.0
62,74.69
63,0.0
64,0.0
65,0.0
66,40.56
67,26.6
68,0.0
69,0.0
70,68.64
71,0.0
72,12.0
73,6.12
74,67.32
75,47.94
76,64.6
77,59.17
78,67.45
79,39.39
80,126.1
81,0.0
82,54.54
83,19.8
84,10.89
85,24.72
86,21.63
87,0.0
88,49.44
89,0.0
90,448.8
91,10.1
92,65.65
93,11.4
94,28.8
95,41.16
96,36.1
97,15.15
98,32.3
99,40.32
100,38.48
101,21.56
102,4.85
103,22.31
104,37.62
105,31.0
106,42.14
107,47.5
108,1.9
109,7.68
110,37.05
111,0.0
112,65.96
113,6.06
114,7.76
115,21.56
116,176.64
117,19.8
118,33.99
