index,demand
1,73.22544593749006
2,48.61787630023308
3,17.01369567779971
4,0.0
5,304.23926298424027
6,104.15370139379188
7,0.0
8,54.388846238054555
9,77.33878374455492
10,122.05535172833773
11,70.34058305787927
12,0.0
13,46.35612201657608
14,128.05721700864996
15,105.08448247921507
16,0.0
17,481.50732818632764
19,0.0
20,489.3770890298931
21,66.09550950857599
22,66.12310180643766
23,16.860205370221163
24,0.0
25,38.865898046448116
26,23.53692924252934
27,55.74085548195556
33,44.559376167626645
34,0.0
35,0.0
36,0.0
37,69.78029182671695
38,124.0171113284966
39,0.0
40,36.50752971461893
41,71.95838278952517
42,0.0
43,33.39777398878804
44,156.86962661361346
45,0.0
46,0.0
47,49.18623651065142
48,33.881903119767784
49,76.77160973046577
51,-4.133088344016353
52,51.33059399747837
53,57.26956810439129
54,8.042989365219643
55,17.671736376821695
57,85.68724513597043
58,12.188227718410818
59,177.43382011627713
60,0.0
61,196.7063210004542
62,0.0
63,56.19770463193089
64,0.0
69,0.0
70,45.10982809432786
71,99.19901342228178
72,47.78535276695784
73,185.40891191029752
74,0.0
76,170.9223319478307
77,63.898870490926306
78,0.0
79,40.06215626994578
80,22.445843539696504
81,0.0
84,31.90317437051722
85,0.0
86,0.0
87,0.0
88,0.0
89,35.86536012911311
90,57.06365862419752
91,14.288355540103927
92,12.717394438607895
94,49.24992086067024
97,32.91448626841367
98,56.001904621801735
99,72.73978546272106
100,0.0
102,66.15789066746296
103,26.91966038092293
104,7.260397772999767
105,42.50770633300564
107,3.6684969296107823
108,91.89097901259343
109,26.74170993008881
110,51.14093456987447
112,16.833730503727125
113,20.97696219058342
114,15.375354344849809
115,0.0
116,0.0
117,0.0
118,11.42513476302506
119,0.0
120,651.9640735279396
121,461.7307306644847
122,190.2923197767246
123,68.12462136839694
124,222.266703805084
125,450.0905703608469
126,47.76219268499968
127,331.5150441103987
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,140.41606970978074
136,46.842774793753925
137,220.59114143005317
138,859.7297739861517
139,505.9393224758235
140,322.418348215431
141,123.61963191794943
142,48.89115431601093
143,71.86385816294487
144,0.0
145,19.743718804142596
146,0.0
147,0.0
148,54.741541747148624
149,0.0
150,0.0
151,0.0
152,13.761658701975401
153,0.0
154,55.61471310883127
155,173.63721400292644
156,65.33758475743873
157,103.17648694494063
158,0.0
159,26.26342312118502
160,0.0
161,28.463522735431624
162,69.83292248822214
163,0.0
164,0.0
165,0.0
166,0.0
167,239.39606517897892
168,0.0
169,0.0
170,401.43940668982276
171,628.2393645686515
172,22.27051247612079
173,142.81185522268734
174,0.0
175,147.5714135799011
176,4.092761750846949
177,22.668872001982475
178,351.2501428748977
179,62.08355757299304
180,60.32588644462499
181,59.46596311631894
182,197.92095292229263
183,33.31719909531725
184,113.23723156008688
185,0.0
186,48.82487958970538
187,51.03166250200736
188,156.388017017767
189,5.975003088054199
190,0.0
191,406.09091961720526
192,661.8768880284512
193,0.0
194,0.0
195,0.0
196,7.96672064060054
197,36.70485188572579
198,53.90993017295584
199,30.000430539672383
200,22.194309001738166
201,32.685697731110146
202,30.127942013965875
203,35.62042145304968
204,62.93655984396817
205,0.0
206,9.62369274436906
207,-17.82648305465248
208,5.859487162328109
209,31.967906075207825
210,0.0
211,78.43547114895
212,0.0
213,0.0
214,18.067268863822168
215,38.01730911194346
216,139.58355335470225
217,85.64532553820426
218,105.40410858267452
219,0.0
220,232.7665157432143
221,140.8195200437424
222,267.49630401308787
223,361.74681538363154
224,147.10757328388718
225,358.56777895219653
226,0.0
227,466.10303264290866
228,180.26353460185373
229,83.40636811113114
230,0.0
231,133.9987358175785
232,374.4483472181863
233,343.1898405725081
234,481.9066204702288
235,223.9852079810875
236,0.0
237,0.0
238,212.84752569444433
239,0.0
240,0.0
241,0.0
242,0.0
243,6.861858889476853
244,0.0
245,50.813055630666774
246,62.77165787263515
247,51.75523054518429
248,23.06172897706425
249,23.090646158243498
250,-19.85106047896172
281,-28.032522865469115
319,92.28494183062158
320,2.084389565377935
322,2.0063478796997196
323,-13.031363111392373
324,20.58027535079679
526,119.6384298098774
528,23.195208640468874
531,11.36719194550178
552,-8.87788844972917
562,40.95193701547537
609,25.072646249358545
664,-93.42310358913701
1190,82.36226418548064
1200,-86.46519359993724
1201,0.0
2040,0.0
7001,0.0
7002,0.0
7003,0.0
7011,0.0
7012,0.0
7017,0.0
7023,0.0
7024,0.0
7039,0.0
7044,0.0
7049,0.0
7055,0.0
7057,0.0
7061,0.0
7062,0.0
7071,0.0
7130,0.0
7139,0.0
7166,0.0
9001,0.0
9002,3.6238649768975506
9003,2.2579895859536254
9004,0.6814707476007634
9005,0.0
9006,0.0
9007,0.0
9012,0.0
9021,3.9067650405092196
9022,1.2460808837091157
9023,0.0
9024,1.076184485021212
9025,0.3836644034659813
9026,0.38429882249387703
9031,1.5900796395059533
9032,1.1705073425271841
9033,1.5421203252948015
9034,1.2303072613982078
9035,1.4224115631259324
9036,2.473929019236465
9037,1.5113691595967254
9038,2.1403200542661303
9041,0.8132100385243749
9042,0.6799864121430255
9043,1.2919487639611364
9044,0.0
9051,29.365729338399273
9052,24.676537896240777
9053,21.167229328841724
9054,0.0
9055,0.0
9071,0.8726953932797309
9072,0.8310217481924023
9121,3.2386894653132874
9533,0.9856445676631292
