index,demand
1,81.45102463849949
2,47.10747200938608
3,16.665453530759223
4,0.0
5,316.1148225208267
6,100.75650457886464
7,0.0
8,54.36636677037587
9,85.8324140501052
10,137.7385104249468
11,71.87986246208995
12,0.0
13,52.04796935127599
14,136.93345931800474
15,109.63772101430146
16,0.0
17,473.1983934609052
19,0.0
20,503.6362731927303
21,66.09895157938897
22,74.24073433118213
23,17.67327807085065
24,0.0
25,39.877718443460076
26,23.860161174366645
27,61.303375227993214
33,47.51398815930979
34,0.0
35,0.0
36,0.0
37,74.37562033262385
38,129.5455026169177
39,0.0
40,38.6043419640395
41,73.12253465746697
42,0.0
43,33.867620327914686
44,175.90319822706044
45,0.0
46,0.0
47,52.619872293818666
48,35.45943728717014
49,84.52134365889845
51,-4.210866564538567
52,54.03781333314816
53,60.31514151187171
54,8.48585389613589
55,18.94361003668217
57,84.2163526170387
58,11.78720390478126
59,194.5193261851958
60,0.0
61,199.515044698716
62,0.0
63,58.21180476976191
64,0.0
69,0.0
70,51.2606649749714
71,97.64942604985737
72,48.11987471324283
73,195.24825595211877
74,0.0
76,179.2673763513025
77,65.31156205184612
78,0.0
79,41.01182872186223
80,24.68259707805624
81,0.0
84,32.0225299780446
85,0.0
86,0.0
87,0.0
88,0.0
89,38.34819258533241
90,55.48912714148136
91,14.507932663913941
92,13.73660975343882
94,50.77975058351736
97,35.943288426659166
98,57.6361876610923
99,75.01123281081736
100,0.0
102,65.85355398194277
103,28.26499189072211
104,7.599073469867684
105,41.27013256530537
107,4.178135996981123
108,96.36787765338151
109,25.79228284084629
110,57.01158350297158
112,16.802036385611892
113,23.11780328778089
114,15.820243212486966
115,0.0
116,0.0
117,0.0
118,12.406580778785575
119,0.0
120,672.541781320965
121,444.86789096757235
122,193.26415967870432
123,70.68769341860845
124,241.129368827247
125,455.8185593785769
126,50.58839188652779
127,336.4025018167283
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,141.09191240163668
136,48.55142899372662
137,242.70770158777245
138,905.4318090705432
139,510.12093956312617
140,325.8551025902431
141,121.59960562168273
142,47.09420031090021
143,81.92337381947024
144,0.0
145,21.964835126065857
146,0.0
147,0.0
148,55.12168107912787
149,0.0
150,0.0
151,0.0
152,14.292370542767609
153,0.0
154,59.962039522787336
155,173.41955734040445
156,63.077553050975865
157,106.19824190227594
158,0.0
159,27.993290664187395
160,0.0
161,29.901051815745266
162,70.97649972903507
163,0.0
164,0.0
165,0.0
166,0.0
167,263.4711794650927
168,0.0
169,0.0
170,407.24413244149576
171,652.8853397484055
172,23.847296378819102
173,149.45645149863986
174,0.0
175,147.08551014327892
176,4.5202333224268445
177,25.195682333300525
178,362.79740223159035
179,64.76229769837772
180,61.637243140922
181,66.07061546273178
182,215.9250483241424
183,33.70500469876138
184,116.25764530120912
185,0.0
186,53.42636961958736
187,53.252862196872854
188,156.37529815490677
189,6.074717161457974
190,0.0
191,416.30531740600276
192,689.1035438304394
193,0.0
194,0.0
195,0.0
196,9.045208736506677
197,37.015866784491955
198,53.43560790403949
199,29.435519747568907
200,24.51389562433397
201,36.35004626277063
202,32.31319357871508
203,35.15831491850783
204,64.05503898858595
205,0.0
206,10.35583576177945
207,-18.2042038931254
208,6.052341016588282
209,34.198820229333826
210,0.0
211,84.17572203679593
212,0.0
213,0.0
214,19.046353482810126
215,40.93925834184719
216,151.83728790807172
217,89.10897176062268
218,120.03930144051455
219,0.0
220,252.55321468221277
221,155.0939374052123
222,290.40142683188475
223,366.31420122503795
224,144.00831199669966
225,349.5496767589021
226,0.0
227,473.95550559519324
228,187.94456128024538
229,85.79306347215625
230,0.0
231,143.42246046117887
232,387.889156177958
233,353.19067769665384
234,517.8302485400633
235,230.24953835155821
236,0.0
237,0.0
238,214.8347934328447
239,0.0
240,0.0
241,0.0
242,0.0
243,7.138129816490383
244,0.0
245,52.54525154679104
246,64.25208774110875
247,52.711115831013664
248,26.306080803511307
249,24.958465023561423
250,-20.846504313870103
281,-29.657162188426422
319,100.78120282797838
320,2.197515559822089
322,2.1261004143120132
323,-12.444841544072338
324,20.69131353988483
526,132.0121266342388
528,23.472144816123876
531,12.788971147338112
552,-10.088084311879966
562,42.17075168849282
609,25.725424608010528
664,-97.47446494289304
1190,84.59578423835856
1200,-83.36332050613906
1201,0.0
2040,0.0
7001,0.0
7002,0.0
7003,0.0
7011,0.0
7012,0.0
7017,0.0
7023,0.0
7024,0.0
7039,0.0
7044,0.0
7049,0.0
7055,0.0
7057,0.0
7061,0.0
7062,0.0
7071,0.0
7130,0.0
7139,0.0
7166,0.0
9001,0.0
9002,3.566024292524396
9003,2.2738948188613186
9004,0.7711438319592163
9005,0.0
9006,0.0
9007,0.0
9012,0.0
9021,4.117936770937504
9022,1.3085099230883552
9023,0.0
9024,1.1976567201962203
9025,0.38699277090801004
9026,0.40526097213444834
9031,1.5419913671531682
9032,1.256984361517836
9033,1.713271717403753
9034,1.3618091800303425
9035,1.5170797989797726
9036,2.623728437941164
9037,1.5591698891213237
9038,2.2786987856187193
9041,0.876948965408216
9042,0.674487594657868
9043,1.3810748286249832
9044,0.0
9051,30.377869596935767
9052,26.872006258829867
9053,23.413531686473632
9054,0.0
9055,0.0
9071,0.8879841213321714
9072,0.9305192126966705
9121,3.399786759766477
9533,0.9981803951516405
